dataset,article,strategy,classification,char_len
allsides,allsides_race_and_racism_l_5,cot_fewshot,format_miss,2436
allsides,allsides_race_and_racism_l_5,cot,ok,1160
allsides,allsides_race_and_racism_l_5,oracle,ok,960
allsides,allsides_race_and_racism_l_5,simple_fewshot_mft,ok,1392
allsides,allsides_race_and_racism_l_5,simple_fewshot,ok,1138
allsides,allsides_race_and_racism_l_5,simple,ok,1277
allsides,allsides_race_and_racism_l_5,vanilla,ok,1143
allsides,allsides_race_and_racism_r_1,cot_fewshot_mft,format_miss,1018
allsides,allsides_race_and_racism_r_1,cot_fewshot,ok,1067
allsides,allsides_race_and_racism_r_1,cot,refusal,123
allsides,allsides_race_and_racism_r_1,oracle,refusal,101
allsides,allsides_race_and_racism_r_1,simple_fewshot_mft,ok,1043
allsides,allsides_race_and_racism_r_1,simple_fewshot,ok,859
allsides,allsides_race_and_racism_r_1,simple,ok,1039
allsides,allsides_race_and_racism_r_1,vanilla,ok,968
allsides,allsides_race_and_racism_r_2,cot_fewshot_mft,ok,1326
allsides,allsides_race_and_racism_r_2,cot_fewshot,ok,2712
allsides,allsides_race_and_racism_r_2,cot,ok,1078
allsides,allsides_race_and_racism_r_2,oracle,refusal,222
allsides,allsides_race_and_racism_r_2,simple_fewshot_mft,ok,1458
allsides,allsides_race_and_racism_r_2,simple_fewshot,ok,1075
allsides,allsides_race_and_racism_r_2,simple,ok,981
allsides,allsides_race_and_racism_r_2,vanilla,ok,1111
allsides,allsides_race_and_racism_r_3,cot_fewshot_mft,ok,1543
allsides,allsides_race_and_racism_r_3,cot_fewshot,format_miss,1186
allsides,allsides_race_and_racism_r_3,cot,refusal,158
allsides,allsides_race_and_racism_r_3,oracle,ok,973
allsides,allsides_race_and_racism_r_3,simple_fewshot_mft,ok,1002
allsides,allsides_race_and_racism_r_3,simple_fewshot,ok,889
allsides,allsides_race_and_racism_r_3,simple,ok,886
allsides,allsides_race_and_racism_r_3,vanilla,ok,1007
allsides,allsides_race_and_racism_r_4,cot_fewshot_mft,ok,1175
allsides,allsides_race_and_racism_r_4,cot_fewshot,format_miss,1097
allsides,allsides_race_and_racism_r_4,cot,ok,1096
allsides,allsides_race_and_racism_r_4,oracle,ok,986
allsides,allsides_race_and_racism_r_4,simple_fewshot_mft,ok,946
allsides,allsides_race_and_racism_r_4,simple_fewshot,ok,1072
allsides,allsides_race_and_racism_r_4,simple,ok,1041
allsides,allsides_race_and_racism_r_4,vanilla,ok,997
allsides,allsides_race_and_racism_r_5,cot_fewshot_mft,ok,1137
allsides,allsides_race_and_racism_r_5,cot_fewshot,ok,977
allsides,allsides_race_and_racism_r_5,cot,ok,1061
allsides,allsides_race_and_racism_r_5,oracle,ok,962
allsides,allsides_race_and_racism_r_5,simple_fewshot_mft,ok,1256
allsides,allsides_race_and_racism_r_5,simple_fewshot,ok,959
allsides,allsides_race_and_racism_r_5,simple,ok,1098
allsides,allsides_race_and_racism_r_5,vanilla,ok,1055
allsides,allsides_us_house_c_1,cot_fewshot_mft,ok,1236
allsides,allsides_us_house_c_1,cot_fewshot,format_miss,1096
allsides,allsides_us_house_c_1,cot,refusal,144
allsides,allsides_us_house_c_1,oracle,format_miss,1234
allsides,allsides_us_house_c_1,simple_fewshot_mft,ok,1449
allsides,allsides_us_house_c_1,simple_fewshot,ok,991
allsides,allsides_us_house_c_1,simple,ok,1035
allsides,allsides_us_house_c_1,vanilla,ok,1034
allsides,allsides_us_house_c_2,cot_fewshot_mft,no_summary,3110
allsides,allsides_us_house_c_2,cot_fewshot,ok,1286
allsides,allsides_us_house_c_2,cot,refusal,111
allsides,allsides_us_house_c_2,oracle,refusal,209
allsides,allsides_us_house_c_2,simple_fewshot_mft,ok,997
allsides,allsides_us_house_c_2,simple_fewshot,ok,1169
allsides,allsides_us_house_c_2,simple,ok,1136
allsides,allsides_us_house_c_2,vanilla,ok,1077
allsides,allsides_us_house_c_3,cot_fewshot_mft,format_miss,1113
allsides,allsides_us_house_c_3,cot_fewshot,format_miss,1181
allsides,allsides_us_house_c_3,cot,refusal,151
allsides,allsides_us_house_c_3,oracle,refusal,173
allsides,allsides_us_house_c_3,simple_fewshot_mft,ok,1303
allsides,allsides_us_house_c_3,simple_fewshot,ok,998
allsides,allsides_us_house_c_3,simple,ok,963
allsides,allsides_us_house_c_3,vanilla,ok,930
allsides,allsides_us_house_c_4,cot_fewshot_mft,ok,1297
allsides,allsides_us_house_c_4,cot_fewshot,ok,1281
allsides,allsides_us_house_c_4,cot,ok,1069
allsides,allsides_us_house_c_4,oracle,ok,1036
allsides,allsides_us_house_c_4,simple_fewshot_mft,ok,1535
allsides,allsides_us_house_c_4,simple_fewshot,ok,1117
allsides,allsides_us_house_c_4,simple,ok,1211
allsides,allsides_us_house_c_4,vanilla,format_miss,1066
allsides,allsides_us_house_c_5,cot_fewshot_mft,format_miss,1135
allsides,allsides_us_house_c_5,cot_fewshot,ok,947
allsides,allsides_us_house_c_5,cot,ok,1133
allsides,allsides_us_house_c_5,oracle,ok,1119
allsides,allsides_us_house_c_5,simple_fewshot_mft,format_miss,1089
allsides,allsides_us_house_c_5,simple_fewshot,ok,1209
allsides,allsides_us_house_c_5,simple,ok,981
allsides,allsides_us_house_c_5,vanilla,ok,1009
allsides,allsides_us_house_l_1,cot_fewshot_mft,ok,1070
allsides,allsides_us_house_l_1,cot_fewshot,ok,1186
allsides,allsides_us_house_l_1,cot,refusal,195
allsides,allsides_us_house_l_1,oracle,refusal,234
allsides,allsides_us_house_l_1,simple_fewshot_mft,ok,1065
allsides,allsides_us_house_l_1,simple_fewshot,ok,1218
allsides,allsides_us_house_l_1,simple,ok,1078
allsides,allsides_us_house_l_1,vanilla,ok,1223
allsides,allsides_us_house_l_2,cot_fewshot_mft,format_miss,1159
allsides,allsides_us_house_l_2,cot_fewshot,format_miss,1105
allsides,allsides_us_house_l_2,cot,refusal,187
allsides,allsides_us_house_l_2,oracle,ok,1318
allsides,allsides_us_house_l_2,simple_fewshot_mft,ok,1005
allsides,allsides_us_house_l_2,simple_fewshot,ok,1112
allsides,allsides_us_house_l_2,simple,ok,1010
allsides,allsides_us_house_l_2,vanilla,format_miss,1107
allsides,allsides_us_house_l_3,cot_fewshot_mft,ok,1132
allsides,allsides_us_house_l_3,cot_fewshot,ok,1151
allsides,allsides_us_house_l_3,cot,refusal,107
allsides,allsides_us_house_l_3,oracle,ok,1174
allsides,allsides_us_house_l_3,simple_fewshot_mft,ok,1286
allsides,allsides_us_house_l_3,simple_fewshot,ok,971
allsides,allsides_us_house_l_3,simple,ok,1156
allsides,allsides_us_house_l_3,vanilla,format_miss,1126
allsides,allsides_us_house_l_4,cot_fewshot_mft,ok,1025
allsides,allsides_us_house_l_4,cot_fewshot,ok,1093
allsides,allsides_us_house_l_4,cot,ok,1041
allsides,allsides_us_house_l_4,oracle,ok,1204
allsides,allsides_us_house_l_4,simple_fewshot_mft,ok,990
allsides,allsides_us_house_l_4,simple_fewshot,ok,1074
allsides,allsides_us_house_l_4,simple,ok,1021
allsides,allsides_us_house_l_4,vanilla,ok,893
allsides,allsides_us_house_l_5,cot_fewshot_mft,format_miss,1234
allsides,allsides_us_house_l_5,cot_fewshot,ok,987
allsides,allsides_us_house_l_5,cot,refusal,166
allsides,allsides_us_house_l_5,oracle,refusal,103
allsides,allsides_us_house_l_5,simple_fewshot_mft,ok,1122
allsides,allsides_us_house_l_5,simple_fewshot,ok,948
allsides,allsides_us_house_l_5,simple,ok,1183
allsides,allsides_us_house_l_5,vanilla,ok,857
allsides,allsides_us_house_r_1,cot_fewshot_mft,ok,1095
allsides,allsides_us_house_r_1,cot_fewshot,ok,1193
allsides,allsides_us_house_r_1,cot,refusal,134
allsides,allsides_us_house_r_1,oracle,ok,1127
allsides,allsides_us_house_r_1,simple_fewshot_mft,ok,956
allsides,allsides_us_house_r_1,simple_fewshot,ok,989
allsides,allsides_us_house_r_1,simple,ok,1040
allsides,allsides_us_house_r_1,vanilla,format_miss,1197
allsides,allsides_us_house_r_2,cot_fewshot_mft,ok,1157
allsides,allsides_us_house_r_2,cot_fewshot,ok,1077
allsides,allsides_us_house_r_2,cot,ok,1195
allsides,allsides_us_house_r_2,oracle,ok,1115
allsides,allsides_us_house_r_2,simple_fewshot_mft,format_miss,1122
allsides,allsides_us_house_r_2,simple_fewshot,ok,817
allsides,allsides_us_house_r_2,simple,ok,986
allsides,allsides_us_house_r_2,vanilla,format_miss,1107
allsides,allsides_us_house_r_3,cot_fewshot_mft,ok,1117
allsides,allsides_us_house_r_3,cot_fewshot,ok,1304
allsides,allsides_us_house_r_3,cot,ok,1041
allsides,allsides_us_house_r_3,oracle,ok,1109
allsides,allsides_us_house_r_3,simple_fewshot_mft,ok,1197
allsides,allsides_us_house_r_3,simple_fewshot,ok,759
allsides,allsides_us_house_r_3,simple,ok,1071
allsides,allsides_us_house_r_3,vanilla,ok,1256
allsides,allsides_us_house_r_4,cot_fewshot_mft,ok,1153
allsides,allsides_us_house_r_4,cot_fewshot,format_miss,1167
allsides,allsides_us_house_r_4,cot,ok,996
allsides,allsides_us_house_r_4,oracle,ok,1186
allsides,allsides_us_house_r_4,simple_fewshot_mft,ok,1066
allsides,allsides_us_house_r_4,simple_fewshot,ok,934
allsides,allsides_us_house_r_4,simple,ok,943
allsides,allsides_us_house_r_4,vanilla,ok,1015
allsides,allsides_us_house_r_5,cot_fewshot_mft,ok,1116
allsides,allsides_us_house_r_5,cot_fewshot,ok,1193
allsides,allsides_us_house_r_5,cot,ok,1221
allsides,allsides_us_house_r_5,oracle,ok,1274
allsides,allsides_us_house_r_5,simple_fewshot_mft,ok,1391
allsides,allsides_us_house_r_5,simple_fewshot,ok,1274
allsides,allsides_us_house_r_5,simple,ok,1105
allsides,allsides_us_house_r_5,vanilla,ok,1042
allsides,allsides_us_senate_c_1,cot_fewshot_mft,ok,1160
allsides,allsides_us_senate_c_1,cot_fewshot,ok,1221
allsides,allsides_us_senate_c_1,cot,ok,1024
allsides,allsides_us_senate_c_1,oracle,refusal,192
allsides,allsides_us_senate_c_1,simple_fewshot_mft,ok,1086
allsides,allsides_us_senate_c_1,simple_fewshot,ok,873
allsides,allsides_us_senate_c_1,simple,ok,1044
allsides,allsides_us_senate_c_1,vanilla,ok,1206
allsides,allsides_us_senate_c_2,cot_fewshot_mft,ok,1227
allsides,allsides_us_senate_c_2,cot_fewshot,ok,1204
allsides,allsides_us_senate_c_2,cot,ok,1158
allsides,allsides_us_senate_c_2,oracle,ok,963
allsides,allsides_us_senate_c_2,simple_fewshot_mft,ok,1093
allsides,allsides_us_senate_c_2,simple_fewshot,ok,922
allsides,allsides_us_senate_c_2,simple,ok,983
allsides,allsides_us_senate_c_2,vanilla,ok,983
allsides,allsides_us_senate_c_3,cot_fewshot_mft,ok,1143
allsides,allsides_us_senate_c_3,cot_fewshot,format_miss,1070
allsides,allsides_us_senate_c_3,cot,ok,976
allsides,allsides_us_senate_c_3,oracle,ok,992
allsides,allsides_us_senate_c_3,simple_fewshot_mft,ok,1323
allsides,allsides_us_senate_c_3,simple_fewshot,ok,955
allsides,allsides_us_senate_c_3,simple,ok,1135
allsides,allsides_us_senate_c_3,vanilla,ok,875
allsides,allsides_us_senate_c_4,cot_fewshot_mft,ok,1227
allsides,allsides_us_senate_c_4,cot_fewshot,ok,1212
allsides,allsides_us_senate_c_4,cot,ok,1127
allsides,allsides_us_senate_c_4,oracle,ok,1155
allsides,allsides_us_senate_c_4,simple_fewshot_mft,ok,1320
allsides,allsides_us_senate_c_4,simple_fewshot,ok,1242
allsides,allsides_us_senate_c_4,simple,ok,1011
allsides,allsides_us_senate_c_4,vanilla,ok,1075
allsides,allsides_us_senate_c_5,cot_fewshot_mft,ok,1191
allsides,allsides_us_senate_c_5,cot_fewshot,format_miss,1121
allsides,allsides_us_senate_c_5,cot,refusal,178
allsides,allsides_us_senate_c_5,oracle,ok,1111
allsides,allsides_us_senate_c_5,simple_fewshot_mft,ok,1428
allsides,allsides_us_senate_c_5,simple_fewshot,ok,1123
allsides,allsides_us_senate_c_5,simple,ok,1086
allsides,allsides_us_senate_c_5,vanilla,ok,1081
allsides,allsides_us_senate_l_1,cot_fewshot_mft,format_miss,1214
allsides,allsides_us_senate_l_1,cot_fewshot,ok,1258
allsides,allsides_us_senate_l_1,cot,ok,1110
allsides,allsides_us_senate_l_1,oracle,ok,1368
allsides,allsides_us_senate_l_1,simple_fewshot_mft,ok,1115
allsides,allsides_us_senate_l_1,simple_fewshot,ok,858
allsides,allsides_us_senate_l_1,simple,ok,1068
allsides,allsides_us_senate_l_1,vanilla,ok,1186
allsides,allsides_us_senate_l_2,cot_fewshot_mft,ok,1126
allsides,allsides_us_senate_l_2,cot_fewshot,ok,1163
allsides,allsides_us_senate_l_2,cot,ok,1091
allsides,allsides_us_senate_l_2,oracle,ok,1055
allsides,allsides_us_senate_l_2,simple_fewshot_mft,ok,1059
allsides,allsides_us_senate_l_2,simple_fewshot,ok,996
allsides,allsides_us_senate_l_2,simple,ok,936
allsides,allsides_us_senate_l_2,vanilla,ok,895
allsides,allsides_us_senate_l_3,cot_fewshot_mft,ok,1181
allsides,allsides_us_senate_l_3,cot_fewshot,format_miss,2250
allsides,allsides_us_senate_l_3,cot,ok,1214
allsides,allsides_us_senate_l_3,oracle,ok,1080
allsides,allsides_us_senate_l_3,simple_fewshot_mft,ok,1524
allsides,allsides_us_senate_l_3,simple_fewshot,ok,988
allsides,allsides_us_senate_l_3,simple,ok,1028
allsides,allsides_us_senate_l_3,vanilla,ok,1091
allsides,allsides_us_senate_l_4,cot_fewshot_mft,format_miss,1032
allsides,allsides_us_senate_l_4,cot_fewshot,ok,1094
allsides,allsides_us_senate_l_4,cot,ok,1107
allsides,allsides_us_senate_l_4,oracle,ok,1193
allsides,allsides_us_senate_l_4,simple_fewshot_mft,ok,1039
allsides,allsides_us_senate_l_4,simple_fewshot,ok,1074
allsides,allsides_us_senate_l_4,simple,ok,795
allsides,allsides_us_senate_l_4,vanilla,ok,931
allsides,allsides_us_senate_l_5,cot_fewshot_mft,format_miss,1173
allsides,allsides_us_senate_l_5,cot_fewshot,ok,1130
allsides,allsides_us_senate_l_5,cot,ok,1054
allsides,allsides_us_senate_l_5,oracle,ok,1194
allsides,allsides_us_senate_l_5,simple_fewshot_mft,ok,1297
allsides,allsides_us_senate_l_5,simple_fewshot,format_miss,1027
allsides,allsides_us_senate_l_5,simple,ok,895
allsides,allsides_us_senate_l_5,vanilla,format_miss,975
allsides,allsides_us_senate_r_1,cot_fewshot_mft,ok,1328
allsides,allsides_us_senate_r_1,cot_fewshot,ok,1179
allsides,allsides_us_senate_r_1,cot,refusal,160
allsides,allsides_us_senate_r_1,oracle,refusal,185
allsides,allsides_us_senate_r_1,simple_fewshot_mft,ok,1052
allsides,allsides_us_senate_r_1,simple_fewshot,ok,1090
allsides,allsides_us_senate_r_1,simple,ok,1003
allsides,allsides_us_senate_r_1,vanilla,ok,915
allsides,allsides_us_senate_r_2,cot_fewshot_mft,ok,1139
allsides,allsides_us_senate_r_2,cot_fewshot,ok,1050
allsides,allsides_us_senate_r_2,cot,ok,1079
allsides,allsides_us_senate_r_2,oracle,ok,1123
allsides,allsides_us_senate_r_2,simple_fewshot_mft,ok,965
allsides,allsides_us_senate_r_2,simple_fewshot,ok,878
allsides,allsides_us_senate_r_2,simple,ok,1040
allsides,allsides_us_senate_r_2,vanilla,ok,985
allsides,allsides_us_senate_r_3,cot_fewshot_mft,ok,1108
allsides,allsides_us_senate_r_3,cot_fewshot,format_miss,1134
allsides,allsides_us_senate_r_3,cot,refusal,179
allsides,allsides_us_senate_r_3,oracle,ok,1064
allsides,allsides_us_senate_r_3,simple_fewshot_mft,ok,1377
allsides,allsides_us_senate_r_3,simple_fewshot,ok,1269
allsides,allsides_us_senate_r_3,simple,ok,920
allsides,allsides_us_senate_r_3,vanilla,ok,931
allsides,allsides_us_senate_r_4,cot_fewshot_mft,format_miss,1117
allsides,allsides_us_senate_r_4,cot_fewshot,format_miss,1074
allsides,allsides_us_senate_r_4,cot,ok,1191
allsides,allsides_us_senate_r_4,oracle,ok,955
allsides,allsides_us_senate_r_4,simple_fewshot_mft,ok,996
allsides,allsides_us_senate_r_4,simple_fewshot,ok,1044
allsides,allsides_us_senate_r_4,simple,ok,1096
allsides,allsides_us_senate_r_4,vanilla,format_miss,1098
allsides,allsides_us_senate_r_5,cot_fewshot_mft,format_miss,1070
allsides,allsides_us_senate_r_5,cot_fewshot,ok,980
allsides,allsides_us_senate_r_5,cot,format_miss,930
allsides,allsides_us_senate_r_5,oracle,refusal,193
allsides,allsides_us_senate_r_5,simple_fewshot_mft,ok,1296
allsides,allsides_us_senate_r_5,simple_fewshot,ok,1140
allsides,allsides_us_senate_r_5,simple,ok,919
allsides,allsides_us_senate_r_5,vanilla,ok,1151
allsides,allsides_violence_in_america_c_1,cot_fewshot_mft,ok,1211
allsides,allsides_violence_in_america_c_1,cot_fewshot,format_miss,1171
allsides,allsides_violence_in_america_c_1,cot,refusal,174
allsides,allsides_violence_in_america_c_1,oracle,refusal,217
allsides,allsides_violence_in_america_c_1,simple_fewshot_mft,ok,1092
allsides,allsides_violence_in_america_c_1,simple_fewshot,ok,976
allsides,allsides_violence_in_america_c_1,simple,ok,1103
allsides,allsides_violence_in_america_c_1,vanilla,format_miss,1107
allsides,allsides_violence_in_america_c_2,cot_fewshot_mft,ok,1222
allsides,allsides_violence_in_america_c_2,cot_fewshot,ok,1305
allsides,allsides_violence_in_america_c_2,cot,refusal,163
allsides,allsides_violence_in_america_c_2,oracle,refusal,170
allsides,allsides_violence_in_america_c_2,simple_fewshot_mft,ok,942
allsides,allsides_violence_in_america_c_2,simple_fewshot,ok,1140
allsides,allsides_violence_in_america_c_2,simple,ok,1061
allsides,allsides_violence_in_america_c_2,vanilla,ok,1093
allsides,allsides_violence_in_america_c_3,cot_fewshot_mft,ok,1329
allsides,allsides_violence_in_america_c_3,cot_fewshot,ok,1348
allsides,allsides_violence_in_america_c_3,cot,refusal,188
allsides,allsides_violence_in_america_c_3,oracle,refusal,205
allsides,allsides_violence_in_america_c_3,simple_fewshot_mft,ok,934
allsides,allsides_violence_in_america_c_3,simple_fewshot,ok,1041
allsides,allsides_violence_in_america_c_3,simple,ok,1083
allsides,allsides_violence_in_america_c_3,vanilla,ok,1199
allsides,allsides_violence_in_america_c_4,cot_fewshot_mft,ok,1154
allsides,allsides_violence_in_america_c_4,cot_fewshot,format_miss,1124
allsides,allsides_violence_in_america_c_4,cot,ok,1091
allsides,allsides_violence_in_america_c_4,oracle,refusal,176
allsides,allsides_violence_in_america_c_4,simple_fewshot_mft,ok,1122
allsides,allsides_violence_in_america_c_4,simple_fewshot,ok,937
allsides,allsides_violence_in_america_c_4,simple,ok,1201
allsides,allsides_violence_in_america_c_4,vanilla,ok,982
allsides,allsides_violence_in_america_c_5,cot_fewshot_mft,format_miss,1400
allsides,allsides_violence_in_america_c_5,cot_fewshot,format_miss,1214
allsides,allsides_violence_in_america_c_5,cot,refusal,169
allsides,allsides_violence_in_america_c_5,oracle,refusal,227
allsides,allsides_violence_in_america_c_5,simple_fewshot_mft,ok,1043
allsides,allsides_violence_in_america_c_5,simple_fewshot,ok,1175
allsides,allsides_violence_in_america_c_5,simple,ok,1198
allsides,allsides_violence_in_america_c_5,vanilla,ok,985
allsides,allsides_violence_in_america_l_1,cot_fewshot_mft,ok,1025
allsides,allsides_violence_in_america_l_1,cot_fewshot,format_miss,944
allsides,allsides_violence_in_america_l_1,cot,refusal,299
allsides,allsides_violence_in_america_l_1,oracle,refusal,145
allsides,allsides_violence_in_america_l_1,simple_fewshot_mft,ok,997
allsides,allsides_violence_in_america_l_1,simple_fewshot,ok,1131
allsides,allsides_violence_in_america_l_1,simple,refusal,132
allsides,allsides_violence_in_america_l_1,vanilla,ok,1011
allsides,allsides_violence_in_america_l_2,cot_fewshot_mft,ok,1072
allsides,allsides_violence_in_america_l_2,cot_fewshot,ok,1066
allsides,allsides_violence_in_america_l_2,cot,ok,1080
allsides,allsides_violence_in_america_l_2,oracle,refusal,112
allsides,allsides_violence_in_america_l_2,simple_fewshot_mft,ok,1030
allsides,allsides_violence_in_america_l_2,simple_fewshot,ok,916
allsides,allsides_violence_in_america_l_2,simple,ok,865
allsides,allsides_violence_in_america_l_2,vanilla,ok,993
allsides,allsides_violence_in_america_l_3,cot_fewshot_mft,format_miss,1188
allsides,allsides_violence_in_america_l_3,cot_fewshot,format_miss,1126
allsides,allsides_violence_in_america_l_3,cot,ok,1090
allsides,allsides_violence_in_america_l_3,oracle,ok,904
allsides,allsides_violence_in_america_l_3,simple_fewshot_mft,ok,1378
allsides,allsides_violence_in_america_l_3,simple_fewshot,ok,983
allsides,allsides_violence_in_america_l_3,simple,ok,1015
allsides,allsides_violence_in_america_l_3,vanilla,ok,1167
allsides,allsides_violence_in_america_l_4,cot_fewshot_mft,ok,1226
allsides,allsides_violence_in_america_l_4,cot_fewshot,ok,1263
allsides,allsides_violence_in_america_l_4,cot,refusal,186
allsides,allsides_violence_in_america_l_4,oracle,ok,1121
allsides,allsides_violence_in_america_l_4,simple_fewshot_mft,ok,983
allsides,allsides_violence_in_america_l_4,simple_fewshot,ok,981
allsides,allsides_violence_in_america_l_4,simple,format_miss,1094
allsides,allsides_violence_in_america_l_4,vanilla,ok,957
allsides,allsides_violence_in_america_l_5,cot_fewshot_mft,ok,1210
allsides,allsides_violence_in_america_l_5,cot_fewshot,ok,1281
allsides,allsides_violence_in_america_l_5,cot,refusal,147
allsides,allsides_violence_in_america_l_5,oracle,refusal,188
allsides,allsides_violence_in_america_l_5,simple_fewshot_mft,ok,1136
allsides,allsides_violence_in_america_l_5,simple_fewshot,ok,941
allsides,allsides_violence_in_america_l_5,simple,ok,1013
allsides,allsides_violence_in_america_l_5,vanilla,ok,1117
allsides,allsides_violence_in_america_r_1,cot_fewshot_mft,ok,1261
allsides,allsides_violence_in_america_r_1,cot_fewshot,ok,1143
allsides,allsides_violence_in_america_r_1,cot,refusal,159
allsides,allsides_violence_in_america_r_1,oracle,refusal,186
allsides,allsides_violence_in_america_r_1,simple_fewshot_mft,format_miss,1332
allsides,allsides_violence_in_america_r_1,simple_fewshot,format_miss,1298
allsides,allsides_violence_in_america_r_1,simple,refusal,131
allsides,allsides_violence_in_america_r_1,vanilla,ok,1023
allsides,allsides_violence_in_america_r_2,cot_fewshot_mft,ok,1303
allsides,allsides_violence_in_america_r_2,cot_fewshot,ok,1246
allsides,allsides_violence_in_america_r_2,cot,refusal,157
allsides,allsides_violence_in_america_r_2,oracle,refusal,158
allsides,allsides_violence_in_america_r_2,simple_fewshot_mft,ok,1253
allsides,allsides_violence_in_america_r_2,simple_fewshot,ok,854
allsides,allsides_violence_in_america_r_2,simple,ok,995
allsides,allsides_violence_in_america_r_2,vanilla,ok,982
allsides,allsides_violence_in_america_r_3,cot_fewshot_mft,ok,929
allsides,allsides_violence_in_america_r_3,cot_fewshot,no_summary,204
allsides,allsides_violence_in_america_r_3,cot,ok,941
allsides,allsides_violence_in_america_r_3,oracle,ok,905
allsides,allsides_violence_in_america_r_3,simple_fewshot_mft,ok,1194
allsides,allsides_violence_in_america_r_3,simple_fewshot,ok,1096
allsides,allsides_violence_in_america_r_3,simple,ok,1076
allsides,allsides_violence_in_america_r_3,vanilla,ok,866
allsides,allsides_violence_in_america_r_4,cot_fewshot_mft,format_miss,1061
allsides,allsides_violence_in_america_r_4,cot_fewshot,format_miss,1124
allsides,allsides_violence_in_america_r_4,cot,ok,995
allsides,allsides_violence_in_america_r_4,oracle,ok,900
allsides,allsides_violence_in_america_r_4,simple_fewshot_mft,ok,1228
allsides,allsides_violence_in_america_r_4,simple_fewshot,ok,911
allsides,allsides_violence_in_america_r_4,simple,format_miss,967
allsides,allsides_violence_in_america_r_4,vanilla,ok,830
allsides,allsides_violence_in_america_r_5,cot_fewshot_mft,format_miss,1144
allsides,allsides_violence_in_america_r_5,cot_fewshot,ok,1141
allsides,allsides_violence_in_america_r_5,cot,ok,1084
allsides,allsides_violence_in_america_r_5,oracle,refusal,120
allsides,allsides_violence_in_america_r_5,simple_fewshot_mft,ok,958
allsides,allsides_violence_in_america_r_5,simple_fewshot,ok,947
allsides,allsides_violence_in_america_r_5,simple,ok,1137
allsides,allsides_violence_in_america_r_5,vanilla,ok,987
allsides,allsides_white_house_c_1,cot_fewshot_mft,ok,1202
allsides,allsides_white_house_c_1,cot_fewshot,ok,1016
allsides,allsides_white_house_c_1,cot,refusal,171
allsides,allsides_white_house_c_1,oracle,refusal,169
allsides,allsides_white_house_c_1,simple_fewshot_mft,ok,1339
allsides,allsides_white_house_c_1,simple_fewshot,ok,908
allsides,allsides_white_house_c_1,simple,ok,1058
allsides,allsides_white_house_c_1,vanilla,ok,1125
allsides,allsides_white_house_c_2,cot_fewshot_mft,ok,3041
allsides,allsides_white_house_c_2,cot_fewshot,ok,3088
allsides,allsides_white_house_c_2,cot,ok,1180
allsides,allsides_white_house_c_2,oracle,ok,1040
allsides,allsides_white_house_c_2,simple_fewshot_mft,ok,1163
allsides,allsides_white_house_c_2,simple_fewshot,ok,1003
allsides,allsides_white_house_c_2,simple,ok,1047
allsides,allsides_white_house_c_2,vanilla,ok,1088
allsides,allsides_white_house_c_3,cot_fewshot_mft,format_miss,1041
allsides,allsides_white_house_c_3,cot_fewshot,format_miss,1143
allsides,allsides_white_house_c_3,cot,ok,1029
allsides,allsides_white_house_c_3,oracle,ok,1093
allsides,allsides_white_house_c_3,simple_fewshot_mft,ok,994
allsides,allsides_white_house_c_3,simple_fewshot,ok,1941
allsides,allsides_white_house_c_3,simple,ok,1131
allsides,allsides_white_house_c_3,vanilla,ok,1124
allsides,allsides_white_house_c_4,cot_fewshot_mft,ok,1188
allsides,allsides_white_house_c_4,cot_fewshot,format_miss,1075
allsides,allsides_white_house_c_4,cot,ok,1034
allsides,allsides_white_house_c_4,oracle,ok,1063
allsides,allsides_white_house_c_4,simple_fewshot_mft,ok,1085
allsides,allsides_white_house_c_4,simple_fewshot,ok,987
allsides,allsides_white_house_c_4,simple,ok,1158
allsides,allsides_white_house_c_4,vanilla,ok,1107
allsides,allsides_white_house_c_5,cot_fewshot_mft,ok,1245
allsides,allsides_white_house_c_5,cot_fewshot,format_miss,1178
allsides,allsides_white_house_c_5,cot,ok,890
allsides,allsides_white_house_c_5,oracle,ok,1331
allsides,allsides_white_house_c_5,simple_fewshot_mft,ok,1053
allsides,allsides_white_house_c_5,simple_fewshot,no_summary,985
allsides,allsides_white_house_c_5,simple,ok,1129
allsides,allsides_white_house_c_5,vanilla,ok,1019
allsides,allsides_white_house_l_1,cot_fewshot_mft,ok,1203
allsides,allsides_white_house_l_1,cot_fewshot,ok,1012
allsides,allsides_white_house_l_1,cot,refusal,140
allsides,allsides_white_house_l_1,oracle,refusal,148
allsides,allsides_white_house_l_1,simple_fewshot_mft,ok,1291
allsides,allsides_white_house_l_1,simple_fewshot,ok,1078
allsides,allsides_white_house_l_1,simple,ok,948
allsides,allsides_white_house_l_1,vanilla,ok,941
allsides,allsides_white_house_l_2,cot_fewshot_mft,ok,1216
allsides,allsides_white_house_l_2,cot_fewshot,format_miss,1025
allsides,allsides_white_house_l_2,cot,ok,1182
allsides,allsides_white_house_l_2,oracle,ok,1258
allsides,allsides_white_house_l_2,simple_fewshot_mft,ok,1431
allsides,allsides_white_house_l_2,simple_fewshot,ok,969
allsides,allsides_white_house_l_2,simple,ok,1133
allsides,allsides_white_house_l_2,vanilla,ok,1089
allsides,allsides_white_house_l_3,cot_fewshot_mft,ok,1244
allsides,allsides_white_house_l_3,cot_fewshot,ok,1028
allsides,allsides_white_house_l_3,cot,ok,994
