dataset,article,strategy,value,metric
basil,basil_90_fox,simple_fewshot,,moral_div
basil,basil_90_hpo,simple_fewshot,,moral_div
basil,basil_90_nyt,simple_fewshot,,moral_div
basil,basil_92_fox,simple_fewshot,,moral_div
basil,basil_92_hpo,simple_fewshot,,moral_div
basil,basil_92_nyt,simple_fewshot,,moral_div
basil,basil_93_fox,simple_fewshot,,moral_div
basil,basil_93_hpo,simple_fewshot,,moral_div
basil,basil_93_nyt,simple_fewshot,,moral_div
basil,basil_97_fox,simple_fewshot,,moral_div
basil,basil_97_hpo,simple_fewshot,,moral_div
basil,basil_97_nyt,simple_fewshot,,moral_div
basil,basil_99_fox,simple_fewshot,,moral_div
basil,basil_99_hpo,simple_fewshot,,moral_div
basil,basil_99_nyt,simple_fewshot,,moral_div
mpqa,mpqa_0,simple_fewshot,,moral_div
mpqa,mpqa_1,simple_fewshot,,moral_div
mpqa,mpqa_10,simple_fewshot,,moral_div
mpqa,mpqa_11,simple_fewshot,,moral_div
mpqa,mpqa_12,simple_fewshot,,moral_div
mpqa,mpqa_13,simple_fewshot,,moral_div
mpqa,mpqa_14,simple_fewshot,,moral_div
mpqa,mpqa_15,simple_fewshot,,moral_div
mpqa,mpqa_16,simple_fewshot,,moral_div
mpqa,mpqa_17,simple_fewshot,,moral_div
mpqa,mpqa_18,simple_fewshot,,moral_div
mpqa,mpqa_19,simple_fewshot,,moral_div
mpqa,mpqa_2,simple_fewshot,,moral_div
mpqa,mpqa_20,simple_fewshot,,moral_div
mpqa,mpqa_21,simple_fewshot,,moral_div
mpqa,mpqa_22,simple_fewshot,,moral_div
mpqa,mpqa_23,simple_fewshot,,moral_div
mpqa,mpqa_24,simple_fewshot,,moral_div
mpqa,mpqa_25,simple_fewshot,,moral_div
mpqa,mpqa_26,simple_fewshot,,moral_div
mpqa,mpqa_27,simple_fewshot,,moral_div
mpqa,mpqa_28,simple_fewshot,,moral_div
mpqa,mpqa_29,simple_fewshot,,moral_div
mpqa,mpqa_3,simple_fewshot,,moral_div
mpqa,mpqa_30,simple_fewshot,,moral_div
mpqa,mpqa_31,simple_fewshot,,moral_div
mpqa,mpqa_32,simple_fewshot,,moral_div
mpqa,mpqa_33,simple_fewshot,,moral_div
mpqa,mpqa_34,simple_fewshot,,moral_div
mpqa,mpqa_35,simple_fewshot,,moral_div
mpqa,mpqa_36,simple_fewshot,,moral_div
mpqa,mpqa_37,simple_fewshot,,moral_div
mpqa,mpqa_38,simple_fewshot,,moral_div
mpqa,mpqa_39,simple_fewshot,,moral_div
mpqa,mpqa_4,simple_fewshot,,moral_div
mpqa,mpqa_40,simple_fewshot,,moral_div
mpqa,mpqa_41,simple_fewshot,,moral_div
mpqa,mpqa_42,simple_fewshot,,moral_div
mpqa,mpqa_43,simple_fewshot,,moral_div
mpqa,mpqa_44,simple_fewshot,,moral_div
mpqa,mpqa_45,simple_fewshot,,moral_div
mpqa,mpqa_46,simple_fewshot,,moral_div
mpqa,mpqa_47,simple_fewshot,,moral_div
mpqa,mpqa_48,simple_fewshot,,moral_div
mpqa,mpqa_49,simple_fewshot,,moral_div
mpqa,mpqa_5,simple_fewshot,,moral_div
mpqa,mpqa_50,simple_fewshot,,moral_div
mpqa,mpqa_51,simple_fewshot,,moral_div
mpqa,mpqa_52,simple_fewshot,,moral_div
mpqa,mpqa_53,simple_fewshot,,moral_div
mpqa,mpqa_54,simple_fewshot,,moral_div
mpqa,mpqa_55,simple_fewshot,,moral_div
mpqa,mpqa_56,simple_fewshot,,moral_div
mpqa,mpqa_57,simple_fewshot,,moral_div
mpqa,mpqa_58,simple_fewshot,,moral_div
mpqa,mpqa_59,simple_fewshot,,moral_div
mpqa,mpqa_6,simple_fewshot,,moral_div
mpqa,mpqa_60,simple_fewshot,,moral_div
mpqa,mpqa_61,simple_fewshot,,moral_div
mpqa,mpqa_62,simple_fewshot,,moral_div
mpqa,mpqa_63,simple_fewshot,,moral_div
mpqa,mpqa_64,simple_fewshot,,moral_div
mpqa,mpqa_65,simple_fewshot,,moral_div
mpqa,mpqa_66,simple_fewshot,,moral_div
mpqa,mpqa_67,simple_fewshot,,moral_div
mpqa,mpqa_68,simple_fewshot,,moral_div
mpqa,mpqa_69,simple_fewshot,,moral_div
mpqa,mpqa_7,simple_fewshot,,moral_div
mpqa,mpqa_8,simple_fewshot,,moral_div
mpqa,mpqa_9,simple_fewshot,,moral_div
allsides,allsides_abortion_c_1,cot_fewshot,0.3,moral_div
allsides,allsides_abortion_c_2,cot_fewshot,,moral_div
allsides,allsides_abortion_c_3,cot_fewshot,,moral_div
allsides,allsides_abortion_c_4,cot_fewshot,,moral_div
allsides,allsides_abortion_c_5,cot_fewshot,,moral_div
allsides,allsides_abortion_l_1,cot_fewshot,0.33,moral_div
allsides,allsides_abortion_l_2,cot_fewshot,,moral_div
allsides,allsides_abortion_l_3,cot_fewshot,,moral_div
allsides,allsides_abortion_l_4,cot_fewshot,,moral_div
allsides,allsides_abortion_l_5,cot_fewshot,0.24,moral_div
allsides,allsides_abortion_r_1,cot_fewshot,,moral_div
allsides,allsides_abortion_r_2,cot_fewshot,,moral_div
allsides,allsides_abortion_r_3,cot_fewshot,,moral_div
allsides,allsides_abortion_r_4,cot_fewshot,0.03,moral_div
allsides,allsides_abortion_r_5,cot_fewshot,,moral_div
allsides,allsides_coronavirus_c_1,cot_fewshot,,moral_div
allsides,allsides_coronavirus_c_2,cot_fewshot,,moral_div
allsides,allsides_coronavirus_c_3,cot_fewshot,,moral_div
allsides,allsides_coronavirus_c_4,cot_fewshot,,moral_div
allsides,allsides_coronavirus_c_5,cot_fewshot,0.31,moral_div
allsides,allsides_coronavirus_l_1,cot_fewshot,,moral_div
allsides,allsides_coronavirus_l_2,cot_fewshot,,moral_div
allsides,allsides_coronavirus_l_3,cot_fewshot,,moral_div
allsides,allsides_coronavirus_l_4,cot_fewshot,,moral_div
allsides,allsides_coronavirus_l_5,cot_fewshot,,moral_div
allsides,allsides_coronavirus_r_1,cot_fewshot,,moral_div
allsides,allsides_coronavirus_r_2,cot_fewshot,,moral_div
allsides,allsides_coronavirus_r_3,cot_fewshot,,moral_div
allsides,allsides_coronavirus_r_4,cot_fewshot,,moral_div
allsides,allsides_coronavirus_r_5,cot_fewshot,,moral_div
allsides,allsides_elections_c_1,cot_fewshot,,moral_div
allsides,allsides_elections_c_2,cot_fewshot,,moral_div
allsides,allsides_elections_c_3,cot_fewshot,,moral_div
allsides,allsides_elections_c_4,cot_fewshot,,moral_div
allsides,allsides_elections_c_5,cot_fewshot,0.34,moral_div
allsides,allsides_elections_l_1,cot_fewshot,,moral_div
allsides,allsides_elections_l_2,cot_fewshot,0.05,moral_div
allsides,allsides_elections_l_3,cot_fewshot,,moral_div
allsides,allsides_elections_l_4,cot_fewshot,0.11,moral_div
allsides,allsides_elections_l_5,cot_fewshot,,moral_div
allsides,allsides_elections_r_1,cot_fewshot,,moral_div
allsides,allsides_elections_r_2,cot_fewshot,0.14,moral_div
allsides,allsides_elections_r_3,cot_fewshot,,moral_div
allsides,allsides_elections_r_4,cot_fewshot,,moral_div
allsides,allsides_elections_r_5,cot_fewshot,,moral_div
allsides,allsides_gun_control_and_gun_rights_c_1,cot_fewshot,0.11,moral_div
allsides,allsides_gun_control_and_gun_rights_c_2,cot_fewshot,,moral_div
allsides,allsides_gun_control_and_gun_rights_c_3,cot_fewshot,,moral_div
allsides,allsides_gun_control_and_gun_rights_c_4,cot_fewshot,,moral_div
allsides,allsides_gun_control_and_gun_rights_c_5,cot_fewshot,,moral_div
allsides,allsides_gun_control_and_gun_rights_l_1,cot_fewshot,0.27,moral_div
allsides,allsides_gun_control_and_gun_rights_l_2,cot_fewshot,,moral_div
allsides,allsides_gun_control_and_gun_rights_l_3,cot_fewshot,,moral_div
allsides,allsides_gun_control_and_gun_rights_l_4,cot_fewshot,,moral_div
allsides,allsides_gun_control_and_gun_rights_l_5,cot_fewshot,,moral_div
allsides,allsides_gun_control_and_gun_rights_r_1,cot_fewshot,,moral_div
allsides,allsides_gun_control_and_gun_rights_r_2,cot_fewshot,,moral_div
allsides,allsides_gun_control_and_gun_rights_r_3,cot_fewshot,,moral_div
allsides,allsides_gun_control_and_gun_rights_r_4,cot_fewshot,,moral_div
allsides,allsides_gun_control_and_gun_rights_r_5,cot_fewshot,0.19,moral_div
allsides,allsides_immigration_c_1,cot_fewshot,0.24,moral_div
allsides,allsides_immigration_c_2,cot_fewshot,,moral_div
allsides,allsides_immigration_c_3,cot_fewshot,0.2,moral_div
allsides,allsides_immigration_c_4,cot_fewshot,,moral_div
allsides,allsides_immigration_c_5,cot_fewshot,,moral_div
allsides,allsides_immigration_l_1,cot_fewshot,0.15,moral_div
allsides,allsides_immigration_l_2,cot_fewshot,0.29,moral_div
allsides,allsides_immigration_l_3,cot_fewshot,0.32,moral_div
allsides,allsides_immigration_l_4,cot_fewshot,,moral_div
allsides,allsides_immigration_l_5,cot_fewshot,,moral_div
allsides,allsides_immigration_r_1,cot_fewshot,,moral_div
allsides,allsides_immigration_r_2,cot_fewshot,,moral_div
allsides,allsides_immigration_r_3,cot_fewshot,,moral_div
allsides,allsides_immigration_r_4,cot_fewshot,,moral_div
allsides,allsides_immigration_r_5,cot_fewshot,,moral_div
allsides,allsides_lgbt_rights_c_1,cot_fewshot,0.12,moral_div
allsides,allsides_lgbt_rights_c_2,cot_fewshot,0.33,moral_div
allsides,allsides_lgbt_rights_c_3,cot_fewshot,,moral_div
allsides,allsides_lgbt_rights_c_4,cot_fewshot,,moral_div
allsides,allsides_lgbt_rights_c_5,cot_fewshot,0.02,moral_div
allsides,allsides_lgbt_rights_l_1,cot_fewshot,,moral_div
allsides,allsides_lgbt_rights_l_2,cot_fewshot,,moral_div
allsides,allsides_lgbt_rights_l_3,cot_fewshot,,moral_div
allsides,allsides_lgbt_rights_l_4,cot_fewshot,,moral_div
allsides,allsides_lgbt_rights_l_5,cot_fewshot,0.1,moral_div
allsides,allsides_lgbt_rights_r_1,cot_fewshot,0.0,moral_div
allsides,allsides_lgbt_rights_r_2,cot_fewshot,0.14,moral_div
allsides,allsides_lgbt_rights_r_3,cot_fewshot,,moral_div
allsides,allsides_lgbt_rights_r_4,cot_fewshot,,moral_div
allsides,allsides_lgbt_rights_r_5,cot_fewshot,,moral_div
allsides,allsides_politics_c_1,cot_fewshot,,moral_div
allsides,allsides_politics_c_2,cot_fewshot,0.23,moral_div
allsides,allsides_politics_c_3,cot_fewshot,,moral_div
allsides,allsides_politics_c_4,cot_fewshot,,moral_div
allsides,allsides_politics_c_5,cot_fewshot,,moral_div
allsides,allsides_politics_l_1,cot_fewshot,0.41,moral_div
allsides,allsides_politics_l_2,cot_fewshot,,moral_div
allsides,allsides_politics_l_3,cot_fewshot,,moral_div
allsides,allsides_politics_l_4,cot_fewshot,,moral_div
allsides,allsides_politics_l_5,cot_fewshot,,moral_div
allsides,allsides_politics_r_1,cot_fewshot,0.23,moral_div
allsides,allsides_politics_r_2,cot_fewshot,,moral_div
allsides,allsides_politics_r_3,cot_fewshot,,moral_div
allsides,allsides_politics_r_4,cot_fewshot,,moral_div
allsides,allsides_politics_r_5,cot_fewshot,0.3,moral_div
allsides,allsides_race_and_racism_c_1,cot_fewshot,0.3,moral_div
allsides,allsides_race_and_racism_c_2,cot_fewshot,,moral_div
allsides,allsides_race_and_racism_c_3,cot_fewshot,,moral_div
allsides,allsides_race_and_racism_c_4,cot_fewshot,0.04,moral_div
allsides,allsides_race_and_racism_c_5,cot_fewshot,,moral_div
allsides,allsides_race_and_racism_l_1,cot_fewshot,0.14,moral_div
allsides,allsides_race_and_racism_l_2,cot_fewshot,0.17,moral_div
allsides,allsides_race_and_racism_l_3,cot_fewshot,,moral_div
allsides,allsides_race_and_racism_l_4,cot_fewshot,,moral_div
allsides,allsides_race_and_racism_l_5,cot_fewshot,,moral_div
allsides,allsides_race_and_racism_r_1,cot_fewshot,,moral_div
allsides,allsides_race_and_racism_r_2,cot_fewshot,,moral_div
allsides,allsides_race_and_racism_r_3,cot_fewshot,,moral_div
allsides,allsides_race_and_racism_r_4,cot_fewshot,,moral_div
allsides,allsides_race_and_racism_r_5,cot_fewshot,0.35,moral_div
allsides,allsides_us_house_c_1,cot_fewshot,,moral_div
allsides,allsides_us_house_c_2,cot_fewshot,,moral_div
allsides,allsides_us_house_c_3,cot_fewshot,,moral_div
allsides,allsides_us_house_c_4,cot_fewshot,,moral_div
allsides,allsides_us_house_c_5,cot_fewshot,,moral_div
allsides,allsides_us_house_l_1,cot_fewshot,,moral_div
allsides,allsides_us_house_l_2,cot_fewshot,,moral_div
allsides,allsides_us_house_l_3,cot_fewshot,,moral_div
allsides,allsides_us_house_l_4,cot_fewshot,,moral_div
allsides,allsides_us_house_l_5,cot_fewshot,0.23,moral_div
allsides,allsides_us_house_r_1,cot_fewshot,0.27,moral_div
allsides,allsides_us_house_r_2,cot_fewshot,,moral_div
allsides,allsides_us_house_r_3,cot_fewshot,,moral_div
allsides,allsides_us_house_r_4,cot_fewshot,,moral_div
allsides,allsides_us_house_r_5,cot_fewshot,0.25,moral_div
allsides,allsides_us_senate_c_1,cot_fewshot,,moral_div
allsides,allsides_us_senate_c_2,cot_fewshot,,moral_div
allsides,allsides_us_senate_c_3,cot_fewshot,0.27,moral_div
allsides,allsides_us_senate_c_4,cot_fewshot,0.24,moral_div
allsides,allsides_us_senate_c_5,cot_fewshot,,moral_div
allsides,allsides_us_senate_l_1,cot_fewshot,,moral_div
allsides,allsides_us_senate_l_2,cot_fewshot,,moral_div
allsides,allsides_us_senate_l_3,cot_fewshot,0.33,moral_div
allsides,allsides_us_senate_l_4,cot_fewshot,,moral_div
allsides,allsides_us_senate_l_5,cot_fewshot,,moral_div
allsides,allsides_us_senate_r_1,cot_fewshot,,moral_div
allsides,allsides_us_senate_r_2,cot_fewshot,0.26,moral_div
allsides,allsides_us_senate_r_3,cot_fewshot,0.2,moral_div
allsides,allsides_us_senate_r_4,cot_fewshot,,moral_div
allsides,allsides_us_senate_r_5,cot_fewshot,0.33,moral_div
allsides,allsides_violence_in_america_c_1,cot_fewshot,,moral_div
allsides,allsides_violence_in_america_c_2,cot_fewshot,0.26,moral_div
allsides,allsides_violence_in_america_c_3,cot_fewshot,,moral_div
allsides,allsides_violence_in_america_c_4,cot_fewshot,0.12,moral_div
allsides,allsides_violence_in_america_c_5,cot_fewshot,0.31,moral_div
allsides,allsides_violence_in_america_l_1,cot_fewshot,,moral_div
allsides,allsides_violence_in_america_l_2,cot_fewshot,,moral_div
allsides,allsides_violence_in_america_l_3,cot_fewshot,0.21,moral_div
allsides,allsides_violence_in_america_l_4,cot_fewshot,,moral_div
allsides,allsides_violence_in_america_l_5,cot_fewshot,,moral_div
allsides,allsides_violence_in_america_r_1,cot_fewshot,,moral_div
allsides,allsides_violence_in_america_r_2,cot_fewshot,,moral_div
allsides,allsides_violence_in_america_r_3,cot_fewshot,,moral_div
allsides,allsides_violence_in_america_r_4,cot_fewshot,,moral_div
allsides,allsides_violence_in_america_r_5,cot_fewshot,,moral_div
allsides,allsides_white_house_c_1,cot_fewshot,,moral_div
allsides,allsides_white_house_c_2,cot_fewshot,,moral_div
allsides,allsides_white_house_c_3,cot_fewshot,,moral_div
allsides,allsides_white_house_c_4,cot_fewshot,,moral_div
allsides,allsides_white_house_c_5,cot_fewshot,,moral_div
allsides,allsides_white_house_l_1,cot_fewshot,,moral_div
allsides,allsides_white_house_l_2,cot_fewshot,,moral_div
allsides,allsides_white_house_l_3,cot_fewshot,,moral_div
allsides,allsides_white_house_l_4,cot_fewshot,,moral_div
allsides,allsides_white_house_l_5,cot_fewshot,,moral_div
allsides,allsides_white_house_r_1,cot_fewshot,,moral_div
allsides,allsides_white_house_r_2,cot_fewshot,,moral_div
allsides,allsides_white_house_r_3,cot_fewshot,,moral_div
allsides,allsides_white_house_r_4,cot_fewshot,,moral_div
allsides,allsides_white_house_r_5,cot_fewshot,,moral_div
basil,basil_0_fox,cot_fewshot,,moral_div
basil,basil_0_hpo,cot_fewshot,,moral_div
basil,basil_0_nyt,cot_fewshot,,moral_div
basil,basil_10_fox,cot_fewshot,,moral_div
basil,basil_10_hpo,cot_fewshot,,moral_div
basil,basil_10_nyt,cot_fewshot,,moral_div
basil,basil_15_fox,cot_fewshot,,moral_div
basil,basil_15_hpo,cot_fewshot,,moral_div
basil,basil_15_nyt,cot_fewshot,,moral_div
basil,basil_17_fox,cot_fewshot,,moral_div
basil,basil_17_hpo,cot_fewshot,,moral_div
basil,basil_17_nyt,cot_fewshot,,moral_div
basil,basil_18_fox,cot_fewshot,,moral_div
basil,basil_18_hpo,cot_fewshot,,moral_div
basil,basil_18_nyt,cot_fewshot,,moral_div
basil,basil_19_fox,cot_fewshot,,moral_div
basil,basil_19_hpo,cot_fewshot,,moral_div
basil,basil_19_nyt,cot_fewshot,,moral_div
basil,basil_20_fox,cot_fewshot,,moral_div
basil,basil_20_hpo,cot_fewshot,,moral_div
basil,basil_20_nyt,cot_fewshot,,moral_div
basil,basil_22_fox,cot_fewshot,,moral_div
basil,basil_22_hpo,cot_fewshot,,moral_div
basil,basil_22_nyt,cot_fewshot,,moral_div
basil,basil_25_fox,cot_fewshot,,moral_div
basil,basil_25_hpo,cot_fewshot,,moral_div
basil,basil_25_nyt,cot_fewshot,,moral_div
basil,basil_27_fox,cot_fewshot,,moral_div
basil,basil_27_hpo,cot_fewshot,,moral_div
basil,basil_27_nyt,cot_fewshot,,moral_div
basil,basil_28_fox,cot_fewshot,,moral_div
basil,basil_28_hpo,cot_fewshot,,moral_div
basil,basil_28_nyt,cot_fewshot,,moral_div
basil,basil_30_fox,cot_fewshot,,moral_div
basil,basil_30_hpo,cot_fewshot,,moral_div
basil,basil_30_nyt,cot_fewshot,,moral_div
basil,basil_34_fox,cot_fewshot,,moral_div
basil,basil_34_hpo,cot_fewshot,,moral_div
basil,basil_34_nyt,cot_fewshot,,moral_div
basil,basil_35_fox,cot_fewshot,,moral_div
basil,basil_35_hpo,cot_fewshot,,moral_div
basil,basil_35_nyt,cot_fewshot,,moral_div
basil,basil_38_fox,cot_fewshot,,moral_div
basil,basil_38_hpo,cot_fewshot,,moral_div
basil,basil_38_nyt,cot_fewshot,,moral_div
basil,basil_39_fox,cot_fewshot,,moral_div
basil,basil_39_hpo,cot_fewshot,,moral_div
basil,basil_39_nyt,cot_fewshot,,moral_div
basil,basil_3_fox,cot_fewshot,,moral_div
basil,basil_3_hpo,cot_fewshot,,moral_div
basil,basil_3_nyt,cot_fewshot,,moral_div
basil,basil_42_fox,cot_fewshot,,moral_div
basil,basil_42_hpo,cot_fewshot,,moral_div
basil,basil_42_nyt,cot_fewshot,,moral_div
basil,basil_43_fox,cot_fewshot,,moral_div
basil,basil_43_hpo,cot_fewshot,,moral_div
basil,basil_43_nyt,cot_fewshot,,moral_div
basil,basil_44_fox,cot_fewshot,,moral_div
basil,basil_44_hpo,cot_fewshot,,moral_div
basil,basil_44_nyt,cot_fewshot,,moral_div
basil,basil_48_fox,cot_fewshot,,moral_div
basil,basil_48_hpo,cot_fewshot,,moral_div
basil,basil_48_nyt,cot_fewshot,,moral_div
basil,basil_49_fox,cot_fewshot,,moral_div
basil,basil_49_hpo,cot_fewshot,,moral_div
basil,basil_49_nyt,cot_fewshot,,moral_div
basil,basil_4_fox,cot_fewshot,,moral_div
basil,basil_4_hpo,cot_fewshot,,moral_div
basil,basil_4_nyt,cot_fewshot,,moral_div
basil,basil_50_fox,cot_fewshot,,moral_div
basil,basil_50_hpo,cot_fewshot,,moral_div
basil,basil_50_nyt,cot_fewshot,,moral_div
basil,basil_52_fox,cot_fewshot,,moral_div
basil,basil_52_hpo,cot_fewshot,,moral_div
basil,basil_52_nyt,cot_fewshot,,moral_div
basil,basil_54_fox,cot_fewshot,,moral_div
basil,basil_54_hpo,cot_fewshot,,moral_div
basil,basil_54_nyt,cot_fewshot,,moral_div
basil,basil_56_fox,cot_fewshot,,moral_div
basil,basil_56_hpo,cot_fewshot,,moral_div
basil,basil_56_nyt,cot_fewshot,,moral_div
basil,basil_58_fox,cot_fewshot,,moral_div
basil,basil_58_hpo,cot_fewshot,,moral_div
basil,basil_58_nyt,cot_fewshot,,moral_div
basil,basil_5_fox,cot_fewshot,,moral_div
basil,basil_5_hpo,cot_fewshot,,moral_div
basil,basil_5_nyt,cot_fewshot,,moral_div
basil,basil_60_fox,cot_fewshot,,moral_div
basil,basil_60_hpo,cot_fewshot,,moral_div
basil,basil_60_nyt,cot_fewshot,,moral_div
basil,basil_61_fox,cot_fewshot,,moral_div
basil,basil_61_hpo,cot_fewshot,,moral_div
basil,basil_61_nyt,cot_fewshot,,moral_div
basil,basil_64_fox,cot_fewshot,,moral_div
basil,basil_64_hpo,cot_fewshot,,moral_div
basil,basil_64_nyt,cot_fewshot,,moral_div
basil,basil_65_fox,cot_fewshot,,moral_div
basil,basil_65_hpo,cot_fewshot,,moral_div
basil,basil_65_nyt,cot_fewshot,,moral_div
basil,basil_67_fox,cot_fewshot,,moral_div
basil,basil_67_hpo,cot_fewshot,,moral_div
basil,basil_67_nyt,cot_fewshot,,moral_div
basil,basil_70_fox,cot_fewshot,,moral_div
basil,basil_70_hpo,cot_fewshot,,moral_div
basil,basil_70_nyt,cot_fewshot,,moral_div
basil,basil_72_fox,cot_fewshot,,moral_div
basil,basil_72_hpo,cot_fewshot,,moral_div
basil,basil_72_nyt,cot_fewshot,,moral_div
basil,basil_74_fox,cot_fewshot,,moral_div
basil,basil_74_hpo,cot_fewshot,,moral_div
basil,basil_74_nyt,cot_fewshot,,moral_div
basil,basil_76_fox,cot_fewshot,,moral_div
basil,basil_76_hpo,cot_fewshot,,moral_div
basil,basil_76_nyt,cot_fewshot,,moral_div
basil,basil_79_fox,cot_fewshot,,moral_div
basil,basil_79_hpo,cot_fewshot,,moral_div
basil,basil_79_nyt,cot_fewshot,,moral_div
basil,basil_80_fox,cot_fewshot,,moral_div
basil,basil_80_hpo,cot_fewshot,,moral_div
basil,basil_80_nyt,cot_fewshot,,moral_div
basil,basil_84_fox,cot_fewshot,,moral_div
basil,basil_84_hpo,cot_fewshot,,moral_div
basil,basil_84_nyt,cot_fewshot,,moral_div
basil,basil_85_fox,cot_fewshot,,moral_div
basil,basil_85_hpo,cot_fewshot,,moral_div
basil,basil_85_nyt,cot_fewshot,,moral_div
basil,basil_88_fox,cot_fewshot,,moral_div
basil,basil_88_hpo,cot_fewshot,,moral_div
basil,basil_88_nyt,cot_fewshot,,moral_div
basil,basil_89_fox,cot_fewshot,,moral_div
basil,basil_89_hpo,cot_fewshot,,moral_div
basil,basil_89_nyt,cot_fewshot,,moral_div
basil,basil_8_fox,cot_fewshot,,moral_div
basil,basil_8_hpo,cot_fewshot,,moral_div
basil,basil_8_nyt,cot_fewshot,,moral_div
basil,basil_90_fox,cot_fewshot,,moral_div
basil,basil_90_hpo,cot_fewshot,,moral_div
basil,basil_90_nyt,cot_fewshot,,moral_div
basil,basil_92_fox,cot_fewshot,,moral_div
basil,basil_92_hpo,cot_fewshot,,moral_div
basil,basil_92_nyt,cot_fewshot,,moral_div
basil,basil_93_fox,cot_fewshot,,moral_div
basil,basil_93_hpo,cot_fewshot,,moral_div
basil,basil_93_nyt,cot_fewshot,,moral_div
basil,basil_97_fox,cot_fewshot,,moral_div
basil,basil_97_hpo,cot_fewshot,,moral_div
basil,basil_97_nyt,cot_fewshot,,moral_div
basil,basil_99_fox,cot_fewshot,,moral_div
basil,basil_99_hpo,cot_fewshot,,moral_div
basil,basil_99_nyt,cot_fewshot,,moral_div
mpqa,mpqa_0,cot_fewshot,,moral_div
mpqa,mpqa_1,cot_fewshot,,moral_div
mpqa,mpqa_10,cot_fewshot,,moral_div
mpqa,mpqa_11,cot_fewshot,,moral_div
mpqa,mpqa_12,cot_fewshot,,moral_div
mpqa,mpqa_13,cot_fewshot,,moral_div
mpqa,mpqa_14,cot_fewshot,,moral_div
mpqa,mpqa_15,cot_fewshot,,moral_div
mpqa,mpqa_16,cot_fewshot,,moral_div
mpqa,mpqa_17,cot_fewshot,,moral_div
mpqa,mpqa_18,cot_fewshot,,moral_div
mpqa,mpqa_19,cot_fewshot,,moral_div
mpqa,mpqa_2,cot_fewshot,,moral_div
mpqa,mpqa_20,cot_fewshot,,moral_div
mpqa,mpqa_21,cot_fewshot,,moral_div
mpqa,mpqa_22,cot_fewshot,,moral_div
mpqa,mpqa_23,cot_fewshot,,moral_div
mpqa,mpqa_24,cot_fewshot,,moral_div
mpqa,mpqa_25,cot_fewshot,,moral_div
mpqa,mpqa_26,cot_fewshot,,moral_div
mpqa,mpqa_27,cot_fewshot,,moral_div
mpqa,mpqa_28,cot_fewshot,,moral_div
mpqa,mpqa_29,cot_fewshot,,moral_div
mpqa,mpqa_3,cot_fewshot,,moral_div
mpqa,mpqa_30,cot_fewshot,,moral_div
mpqa,mpqa_31,cot_fewshot,,moral_div
mpqa,mpqa_32,cot_fewshot,,moral_div
mpqa,mpqa_33,cot_fewshot,,moral_div
mpqa,mpqa_34,cot_fewshot,,moral_div
mpqa,mpqa_35,cot_fewshot,,moral_div
mpqa,mpqa_36,cot_fewshot,,moral_div
mpqa,mpqa_37,cot_fewshot,,moral_div
mpqa,mpqa_38,cot_fewshot,,moral_div
mpqa,mpqa_39,cot_fewshot,,moral_div
mpqa,mpqa_4,cot_fewshot,,moral_div
mpqa,mpqa_40,cot_fewshot,,moral_div
mpqa,mpqa_41,cot_fewshot,,moral_div
mpqa,mpqa_42,cot_fewshot,,moral_div
mpqa,mpqa_43,cot_fewshot,,moral_div
mpqa,mpqa_44,cot_fewshot,,moral_div
mpqa,mpqa_45,cot_fewshot,,moral_div
mpqa,mpqa_46,cot_fewshot,,moral_div
mpqa,mpqa_47,cot_fewshot,,moral_div
mpqa,mpqa_48,cot_fewshot,,moral_div
mpqa,mpqa_49,cot_fewshot,,moral_div
mpqa,mpqa_5,cot_fewshot,,moral_div
mpqa,mpqa_50,cot_fewshot,,moral_div
mpqa,mpqa_51,cot_fewshot,,moral_div
mpqa,mpqa_52,cot_fewshot,,moral_div
mpqa,mpqa_53,cot_fewshot,,moral_div
mpqa,mpqa_54,cot_fewshot,,moral_div
mpqa,mpqa_55,cot_fewshot,,moral_div
mpqa,mpqa_56,cot_fewshot,,moral_div
mpqa,mpqa_57,cot_fewshot,,moral_div
mpqa,mpqa_58,cot_fewshot,,moral_div
mpqa,mpqa_59,cot_fewshot,,moral_div
mpqa,mpqa_6,cot_fewshot,,moral_div
mpqa,mpqa_60,cot_fewshot,,moral_div
mpqa,mpqa_61,cot_fewshot,,moral_div
mpqa,mpqa_62,cot_fewshot,,moral_div
mpqa,mpqa_63,cot_fewshot,,moral_div
mpqa,mpqa_64,cot_fewshot,,moral_div
mpqa,mpqa_65,cot_fewshot,,moral_div
mpqa,mpqa_66,cot_fewshot,,moral_div
mpqa,mpqa_67,cot_fewshot,,moral_div
mpqa,mpqa_68,cot_fewshot,,moral_div
mpqa,mpqa_69,cot_fewshot,,moral_div
mpqa,mpqa_7,cot_fewshot,,moral_div
mpqa,mpqa_8,cot_fewshot,,moral_div
mpqa,mpqa_9,cot_fewshot,,moral_div
allsides,allsides_abortion_c_1,simple_fewshot_mft,0.5,moral_div
allsides,allsides_abortion_c_2,simple_fewshot_mft,,moral_div
allsides,allsides_abortion_c_3,simple_fewshot_mft,,moral_div
allsides,allsides_abortion_c_4,simple_fewshot_mft,,moral_div
allsides,allsides_abortion_c_5,simple_fewshot_mft,0.56,moral_div
allsides,allsides_abortion_l_1,simple_fewshot_mft,0.29,moral_div
allsides,allsides_abortion_l_2,simple_fewshot_mft,,moral_div
allsides,allsides_abortion_l_3,simple_fewshot_mft,,moral_div
